loan_word,original_word,loan_word_ipas,original_word_ipas
अंगूर,انگور,['/əŋ.ɡuːɾ/'],"['/anɡuːɾ/', '/anɡuːɾ/', '/ænɡuːɾ/', '/anɡuɾ/', '/ən.ɡuːɾ/']"
अंगूरी,انگوری,['/əŋ.ɡuː.ɾiː/'],['/əŋ.ɡuː.ɾiː/']
अंजाम,انجام,['/ən.d͡ʒɑːm/'],"['/and͡ʒɑːm/', '/and͡ʒɒːm/', '/ænd͡ʒɒːm/', '/and͡ʒɔːm/', '/əɲ.d͡ʒɑːm/', '/ən.d͡ʒɑːm/']"
अंदर,اندر,['/ən.d̪əɾ/'],['/andur/']
अंदरुनी,اندرونی,['/ən.d̪ə.ɾʊ.niː/'],[]
अंदाज़,اندازه,"['/ən.d̪ɑːd͡ʒ/', '/ən.d̪ɑːz/']","['/andɑːza/', '/andɒːza/', '/ændɒːze/', '/andɔːza/']"
अंदेशा,اندیشه,[],"['/andeːʃa/', '/andeːʃa/', '/ændiːʃe/', '/andeʃa/']"
अक्स,عکس,['/əks/'],"['/aks/', '/aks/', '/æks/', '/aks/']"
अख़बार,اخبار,"['/əkʰ.bɑːɾ/', '/əx.bɑːɾ/', '/akʰbaːr/']","['/axbɑːɾ/', '/axbɒːɾ/', '/æxbɒːɾ/', '/axbɔːɾ/', '/əx.bɑːɾ/']"
अगर,اگر,['/ə.ɡəɾ/'],['/ə.ɡəɾ/']
अगरचे,اگرچه,['/ə.ɡəɾ.t͡ʃeː/'],['/æɡæɾtʃe/']
अचार,آچار,[],"['/ɑːt͡ʃɑːɾ/', '/ɒːt͡ʃɒːɾ/', '/ɒːt͡ʃɒːɾ/', '/ɔːt͡ʃɔːɾ/']"
अजनबी,اجنبی,['/əd͡ʒ.nə.biː/'],['/əd͡ʒ.nə.biː/']
अज़दहा,اژدها,"['/əd͡ʒ.d̪ə.ɦɑː/', '/əz.d̪ə.ɦɑː/']","['/aʒdahɑː/', '/aʒdahɒː/', '/æʒdæhɒː/', '/aʒdahɔː/']"
अज़ान,اذان,"['/ə.d͡ʒɑːn/', '/ə.zɑːn/']","['/aðɑːn/', '/azɒːn/', '/æzɒːn/', '/azɔːn/']"
अज़ाब,عذاب,"['/ə.d͡ʒɑːb/', '/ə.zɑːb/']",[]
अज़ीज़,عزیز,"['/ə.d͡ʒiːd͡ʒ/', '/ə.ziːz/']",['/ə.ziːz/']
अज़ीम,عظیم,"['/ə.d͡ʒiːm/', '/ə.ziːm/']",[]
अजीब,عجیب,['/ə.d͡ʒiːb/'],['/ə.d͡ʒiːb/']
अतलस,اطلس,[],['/ət̪.ləs/']
अदा,ادا,['/ə.d̪ɑː/'],"['/adɑː/', '/adɒː/', '/ædɒː/', '/adɔː/', '/ə.d̪ɑː/']"
अदालत,عدالت,['/ə.d̪ɑː.lət̪/'],[]
अनार,انار,['/ə.nɑːɾ/'],"['/aˈnɑr/', '/anɑːɾ/', '/anɒːɾ/', '/ænɒːɾ/', '/anɔːɾ/', '/ə.nɑːɾ/']"
अन्‍ताकिया,انطاکیه,[],"['/antɑːkija/', '/antɒːkija/', '/æntɒːkije/', '/antɔːkija/']"
अफ़साना,افسانه,"['/əpʰ.sɑː.nɑː/', '/əf.sɑː.nɑː/']","['/afsɑːna/', '/afsɒːna/', '/æfsɒːne/', '/afsɔːna/']"
अफ़सोस,افسوس,[],"['/afsoːs/', '/afsoːs/', '/æfsuːs/', '/afsɵːs/']"
अफ़ीम,افیون,"['/ə.pʰiːm/', '/ə.fiːm/']","['/f/', '/b/', '/p/', '/ʔæfˈjuːn/']"
अफ़्ग़ानिस्तान,افغانستان,"['/əpʰ.ɡɑː.nɪs.t̪ɑːn/', '/əf.ɣɑː.nɪs.t̪ɑːn/']","['/afˈɣɑnˈɪsˈtɑn/', '/apˈɣɑnˈɪsˈtɑn/', '/afɣɑːnistɑːn/', '/afɣɒːnɪstɒːn/', '/æfɢɒːnestɒːn/', '/afɣɔːnistɔːn/', '/əf.ɣɑː.nɪs.t̪ɑːn/']"
अफ़्सोस,افسوس,[],"['/afsoːs/', '/afsoːs/', '/æfsuːs/', '/afsɵːs/']"
अबाबील,ابابیل,['/ə.bɑː.biːl/'],['/ə.bɑː.biːl/']
अब्र,ابر,['/əb.ɾᵊ/'],"['/abɾ/', '/abɾ/', '/æbɾ/', '/abɾ/', '/abaɾ/', '/abaɾ/', '/æbæɾ/', '/abaɾ/']"
अब्रू,ابرو,[],"['/abɾuː/', '/abɾuː/', '/æbɾuː/', '/abɾu/']"
अमरूद,امرود,['/əm.ɾuːd̪/'],['/əm.ɾuːd̪/']
अमीर,امیر,['/ə.miːɾ/'],[]
अरमान,ارمان,['/əɾ.mɑːn/'],"['/ar.mɑn/', '/əɾ.mɑːn/']"
अरस्तू,ارسطو,['/ə.ɾəs.t̪uː/'],"['/aɾastuː/', '/aɾastuː/', '/æɾæstuː/', '/aɾastu/', '/ə.ɾəs.t̪uː/']"
अर्क़,عرق,"['/əɾk/', '/əɾq/']","['/ʕraq/', '/ʕar.raq/', '/ʕarq/', '/ʕi.riʔ/']"
अर्ज़,عرض,"['/əɾd͡ʒ/', '/əɾz/']","['/aɾz/', '/aɾz/', '/æɾz/', '/aɾz/', '/aɾaz/', '/aɾaz/', '/æɾæz/', '/aɾaz/', '/aɾz/', '/aɾz/', '/æɾz/', '/aɾz/', '/iɾz/', '/ɪɾz/', '/eɾz/', '/iɾz/', '/ʕa.radˤ/', '/ʕar.radˤ/', '/əɾz/']"
अर्ज़ी,ارضی,"['/əɾ.d͡ʒiː/', '/əɾ.ziː/']",[]
अलादीन,علاءالدین,['/ə.lɑː.d̪iːn/'],"['/alɑːʔuddīn/', '/alɒːʔʊddīn/', '/ælɒːʔoddīn/', '/alɔːʔuddīn/']"
अलिफ़,الف,[],[]
अव्वल,اول,['/əʋ.ʋəl/'],"['/ʔæˈwːɪl/', '/əʋ.ʋəl/']"
अशरफ़ी,اشرفی,"['/ə.ʃəɾ.pʰiː/', '/ə.ʃəɾ.fiː/']",[]
अश्क,اشک,['/əʃk/'],"['/aʃk/', '/aʃk/', '/æʃk/', '/aʃk/']"
असर,اثر,['/ə.səɾ/'],"['/asaɾ/', '/asaɾ/', '/æsæɾ/', '/asaɾ/']"
असली,اصلی,['/əs.liː/'],['/æsˈliː/']
अहल ईमान,اهل ایمان,[],"['/ahl\xa0i\xa0iːmɑːn/', '/ahl\xa0ɪ\xa0iːmɒːn/', '/æhl\xa0e\xa0iːmɒːn/', '/ahl\xa0i\xa0imɔːn/']"
आइंदा,آینده,['/ɑː.ɪn.d̪ɑː/'],"['/ɑːjanda/', '/ɒːjanda/', '/ɒːjænde/', '/ɔːjanda/']"
आईना,آئینه,[],[]
आक़ा,آقا,"['/ɑː.kɑː/', '/ɑː.qɑː/']","['/ɑːqɑː/', '/ɒːqɒː/', '/ɒːɢɒː/', '/ɔːqɔː/']"
आख़िरी,آخری,"['/ɑːkʰ.ɾiː/', '/ɑːx.ɾiː/', '/ɑː.kʰɪ.ɾiː/', '/ɑː.xɪ.ɾiː/']",[]
आग़ाज़,آغاز,"['/ɑː.ɡɑːd͡ʒ/', '/ɑː.ɣɑːz/']","['/ɑːɣɑːz/', '/ɒːɣɒːz/', '/ɒːɢɒːz/', '/ɔːɣɔːz/']"
आग़ोश,آغوش,"['/ɑː.ɡoːʃ/', '/ɑː.ɣoːʃ/']","['/ɑːɣoːʃ/', '/ɒːɣoːʃ/', '/ɒːɢuːʃ/', '/ɔːɣɵːʃ/', '/ɑː.ɣoːʃ/']"
आगाह,آگاه,['/ɑː.ɡɑːɦ/'],"['/ɑːɡɑːh/', '/ɒːɡɒːh/', '/ɒːɡɒːh/', '/ɔːɡɔːh/']"
आगाही,آگاهی,['/ɑː.ɡɑː.ɦiː/'],[]
आचार,آچار,"['/ɑː.t͡ʃɑːɾ/', '/ɑː.t͡ɕɑː.ɾɐ/', '/ɑːˈt͡ɕɑː.ɾɐ/']","['/ɑːt͡ʃɑːɾ/', '/ɒːt͡ʃɒːɾ/', '/ɒːt͡ʃɒːɾ/', '/ɔːt͡ʃɔːɾ/']"
आज़ाद,آزاد,"['/ɑː.d͡ʒɑːd̪/', '/ɑː.zɑːd̪/']","['/aːzaːd/', '/ɑːzɑːd/', '/ɒːzɒːd/', '/ɒːzɒːd/', '/ɔːzɔːd/']"
आज़ादी,آزادی,[],"['/ɑːzɑːdiː/', '/ɒːzɒːdiː/', '/ɒːzɒːdiː/', '/ɔːzɔːdiː/', '/ɑː.zɑː.d̪iː/']"
आतिश,آتش,['/ɑː.t̪ɪʃ/'],"['/ɑːtʰaʃ/', '/ɒːtʰaʃ/', '/ɒːtʰæʃ/', '/ɔːtʰaʃ/']"
आतिशबाज़ी,آتش‌بازی,"['/ɑː.t̪ɪʃ.bɑː.d͡ʒiː/', '/ɑː.t̪ɪʃ.bɑː.ziː/']",[]
आदत,عادت,['/ɑː.d̪ət̪/'],"['/adat/', '/ʔɑːdat/', '/ʔɒːdat/', '/ʔɒːdæt/', '/ʔɔːdat/']"
आदमी,آدمی,['/ɑːd̪.miː/'],['/ɑːd̪.miː/']
-आना,ـانه,['/ɑː.nɑː/'],"['/ɑːna/', '/ɒːna/', '/ɒːne/', '/ɔːna/']"
आफ़त,آفت,"['/ɑː.pʰət̪/', '/ɑː.fət̪/']","['/ɑːfat/', '/ɒːfat/', '/ɒːfæt/', '/ɔːfat/', '/ɑː.fət̪/']"
आफ़ताब,آفتاب,"['/ɑːpʰ.t̪ɑːb/', '/ɑːf.t̪ɑːb/']","['/ɑːftɑːb/', '/ɒːftɒːb/', '/ɒːftɒːb/', '/ɔːftɔːb/']"
आफ़रीन,آفرین,"['/ɑːpʰ.ɾiːn/', '/ɑːf.ɾiːn/']","['/ɑːfaɾiːn/', '/ɒːfaɾiːn/', '/ɒːfæɾiːn/', '/ɔːfaɾin/']"
आब,آب,"['/ɑːb/', '/aːb/']","['/aːb/', '/ɑːb/', '/ɒːb/', '/ɒːb/', '/ɔːb/']"
आब-ए-चश्म,آب چشم,['/ɑːb.eː.t͡ʃəʃm/'],[]
आबकार,آبکار,[],[]
आबदस्त,آبدست,['/ɑːb.d̪əst̪/'],"['/ɑːbdast/', '/ɒːbdast/', '/ɒːbdæst/', '/ɔːbdast/']"
आबरू,آبرو,['/ɑːb.ɾuː/'],[]
आबला,آبله,['/ɑːb.lɑː/'],[]
आबाद,آباد,[],"['/ɑːbɑːd/', '/ɒːbɒːd/', '/ɒːbɒːd/', '/ɔːbɔːd/']"
आमदनी,آمدنی,['/ɑː.məd̪.niː/'],[]
आरज़ू,آرزو,"['/ɑːɾ.d͡ʒuː/', '/ɑːɾ.zuː/']","['/ɑːɾ(i)zuː/', '/ɒːɾ(ɪ)zuː/', '/ɒːɾ(e)zuː/', '/ɔːɾ(i)zu/', '/ɑːɾ.zuː/']"
आराम,آرام,"['/ɑː.ɾɑːm/', '/ɑː.ɾɑː.mɐ́/', '/ɑːˈɾɑː.mɐ/']","['/ɑːɾɑːm/', '/ɒːɾɒːm/', '/ɒːɾɒːm/', '/ɔːɾɔːm/', '/ɑː.ɾɑːm/']"
आलू,آلو,['/ɑː.luː/'],[]
आवाज़,آواز,"['/ɑː.ʋɑːd͡ʒ/', '/ɑː.ʋɑːz/']","['/ɑːwɑːz/', '/ɒːwɒːz/', '/ɒːvɒːz/', '/ɔːvɔːz/', '/ɑː.ʋɑːz/']"
आशना,آشنا,['/ɑːʃ.nɑː/'],"['/ɑːʃ(i)nɑː/', '/ɒːʃ(ɪ)nɒː/', '/ɒːʃ(e)nɒː/', '/ɔːʃ(i)nɔː/']"
आशिक़ी,عاشقی,"['/ɑː.ʃɪ.kiː/', '/ɑː.ʃɪ.qiː/']",[]
आशियाना,آشیانه,['/ɑː.ʃɪ.jɑː.nɑː/'],[]
आसमान,آسمان,['/ɑːs.mɑːn/'],"['/ɑːs(i)mɑːn/', '/ɒːs(ɪ)mɒːn/', '/ɒːs(e)mɒːn/', '/ɒːs(e)muːn/', '/ɔːs(i)mɔːn/', '/ɑːs.mɑːn/']"
आसान,آسان,[],"['/ɑːˈsɑːn/', '/ɒːˈsɒːn/', '/ɒːˈsɒːn/', '/ɒːˈsuːn/', '/ɔːˈsɔːn/', '/ɑː.sɑːn/']"
आस्तीन,آستین,['/ɑːs.t̪iːn/'],['/ɑːs.t̪iːn/']
आहिस्ता,آهسته,"['/ɑː.ɪs.t̪ɑː/', '/ɑː.ɦɪs.t̪ɑː/']","['/ɑːhista/', '/ɒːhɪsta/', '/ɒːheste/', '/ɔːhista/']"
इंतक़ाल,انتقال,"['/ɪn.t̪ə.kɑːl/', '/ɪn.t̪ə.qɑːl/']",['/in.ti.qaːl/']
इंतख़ाब,‫انتخاب‬,"['/ɪn.t̪ə.kʰɑːb/', '/ɪn.t̪ə.xɑːb/']","['/intixɑːb/', '/ɪntɪxɒːb/', '/entexɒːb/', '/intixɔːb/', '/ɪn.t̪ɪ.xɑːb/', '/ɪn.t̪eː.xɑːb/']"
इंसान,انسان,[],"['/insɑːn/', '/ɪnsɒːn/', '/ensɒːn/', '/insɔːn/', '/ɪn.sɑːn/']"
इंसानी,انسانی,['/ɪn.sɑː.niː/'],[]
इक़रार,اقرار,[],"['/iqɾɑːɾ/', '/ɪqɾɒːɾ/', '/eɢɾɒːɾ/', '/iqɾɔːɾ/']"
इख़्तियार,اختیار,"['/ɪkʰ.t̪ɪ.jɑːɾ/', '/ɪx.t̪ɪ.jɑːɾ/']","['/ixtijɑːɾ/', '/ɪxtijɒːɾ/', '/extijɒːɾ/', '/ixtijɔːɾ/']"
इजमाली,اجمالی,['/ɪd͡ʒ.mɑː.liː/'],[]
इज़ाफ़ा,اضافه,"['/ɪ.d͡ʒɑː.pʰɑː/', '/ɪ.zɑː.fɑː/']","['/iðɑːfa/', '/ɪzɒːfa/', '/ezɒːfe/', '/izɔːfa/']"
इज़्ज़त,عزت,"['/ɪd͡ʒ.d͡ʒət̪/', '/ɪz.zət̪/']",[]
इत्तिफ़ाक़,اتفاق,[],"['/it.ti.faːq/', '/ittifɑːq/', '/ɪttɪfɒːq/', '/ettefɒːɢ/', '/ittifɔːq/', '/ɪt̪.t̪ɪ.fɑːq/']"
इत्तिहाद,اتحاد,['/ɪt̪.t̪ɪ.ɦɑːd̪/'],"['/it.ti.ħaːd/', '/ittihɑːd/', '/ɪttɪhɒːd/', '/ettehɒːd/', '/ittihɔːd/', '/ɪ.t̪ːɪ.ɦɑːd̪/', '/ɪ.t̪ːe.ɦɑːd̪/']"
इत्तेला,اطلاع,['/ɪt̪.t̪eː.lɑː/'],[]
इत्मीनान,اطمینان,['/ɪt̪.miː.nɑːn/'],"['/itmiːnɑːn/', '/ɪtmiːnɒːn/', '/etmiːnɒːn/', '/itminɔːn/', '/ɪt̪.miː.nɑːn/']"
इनकार,انکار,['/ɪn.kɑːɾ/'],"['/inkɑːɾ/', '/ɪnkɒːɾ/', '/enkɒːɾ/', '/inkɔːɾ/']"
इफ़्तिताह,افتتاح,"['/ɪpʰ.t̪ɪ.t̪ɑːɦ/', '/ɪf.t̪ɪ.t̪ɑːɦ/']",[]
इब्तिदाई,إِبْتِدَائِيّ,['/ɪb.t̪ɪ.d̪ɑː.iː/'],[]
इब्री,عبری,[],['/ɪb.ɾiː/']
इब्रीक़,ابریق,[],"['/ibɾiːq/', '/ɪbɾiːq/', '/ebɾiːɢ/', '/ibɾiq/']"
इमला,املا,['/ɪm.lɑː/'],[]
इमारत,عمارت,['/ɪ.mɑː.ɾət̪/'],[]
इम्तहान,امتحان,['/ɪm.t̪ə.ɦɑːn/'],"['/im.ti.ħaːn/', '/imtihɑːn/', '/ɪmtɪhɒːn/', '/emtehɒːn/', '/imtihɔːn/', '/ɪm.t̪ɪ.ɦɑːn/']"
-इयत,ـیت,['/ɪ.jət̪/'],"['/ijet/', '/ɪ.jət̪/', '/jʊt̪/']"
इरादतन,ارادتاً,['/ɪ.ɾɑːd̪.t̪ən/'],[]
इरादा,اراده,['/ɪ.ɾɑː.d̪ɑː/'],['/eɾɒːde/']
इर्द-गिर्द,گرد,['/ɪɾd̪.ɡɪɾd̪/'],[]
इलज़ाम,الزام,"['/ɪl.d͡ʒɑːm/', '/ɪl.zɑːm/']",[]
इलाहाबाद,الله‌آباد,['/ɪ.lɑː.ɦɑː.bɑːd̪/'],[]
इसरार,اصرار,['/ɪs.ɾɑːɾ/'],[]
इस्लाम,اسلام,"['/ɪs.lɑːm/', '/is.lam/', '/is̪ˈl̪ɑː.mɐ/']","['/ɪs.lɑm/', '/ʔislɑːm/', '/ʔɪslɒːm/', '/ʔeslɒːm/', '/ʔislɔːm/', '/ɪs.lɑːm/']"
-ई,ـی,['/iː/'],"['/lɔkuʈ jeː/', '/j/', '/iː/', '/nɑriˈna je/', '/ai/', '/j/', '/ai/', '/j/', '/t͡ʃʰoː.ʈiː‿jeː/', '/j/', '/ɛː/', '/eː/', '/iː/']"
-ईन,ـین,"['/iːn/', '/iː.nɐ/', '/ˈiː.n̪ɐ/']","['/jen/', '/eːn/', '/iːn/', '/iːn/', '/iːn/', '/iːn/']"
ईमानदार,ایمان دار,['/iː.mɑːn.d̪ɑːɾ/'],"['/iːmɑːndɑːɾ/', '/iːmɒːndɒːɾ/', '/iːmɒːndɒːɾ/', '/imɔːndɔːɾ/']"
ईरान,ایران,['/iː.ɾɑːn/'],"['/eːɾɑːn/', '/eːɾɒːn/', '/iːɾɒːn/', '/iːɾuːn/', '/eɾɔːn/', '/iː.ɾɑːn/']"
ईरानी,ایرانی,['/iː.ɾɑː.niː/'],"['/eːɾɑːniː/', '/eːɾɒːniː/', '/iːɾɒːniː/', '/eɾɔːniː/', '/iː.ɾɑː.niː/']"
उम्दा,عمده,['/ʊm.d̪ɑː/'],[]
उम्मीद,امید,[],"['/umeːd/', '/ʊmeːd/', '/omiːd/', '/umed/', '/ʊm.miːd̪/', '/ʊm.meːd̪/']"
उर्दू,اردو,['/ʊɾ.d̪uː/'],"['/uɾduː/', '/ʊɾduː/', '/oɾduː/', '/uɾdu/', '/ʊɾ.d̪uː/']"
उलफ़त,الفت,"['/ʊl.pʰət̪/', '/ʊl.fət̪/']",[]
उलमा,علماء,['/ʊ.lə.mɑː/'],[]
उसमान,عثمان,['/ʊs.mɑːn/'],"['/ʕuθ.maːn/', '/usmɑːn/', '/ʊsmɒːn/', '/osmɒːn/', '/usmɔːn/']"
उस्तरा,استره,[],[]
उस्ताद,استاد,['/ʊs.t̪ɑːd̪/'],"['/ustɑːd/', '/ʊstɒːd/', '/ostɒːd/', '/ustɔːd/']"
उस्मानी,عثمانی,['/ʊs.mɑː.niː/'],[]
एकाएक,یکایک,['/eː.kɑː.eːk/'],[]
एतबार,اعتبار,['/eːt̪.bɑːɾ/'],[]
एवज़,عوض,"['/eː.ʋəd͡ʒ/', '/eː.ʋəz/']","['/iwaz/', '/ævæz/', '/ʕaw.wadˤ/']"
एहतियात,احتیاط,['/eːɦ.t̪ɪ.jɑːt̪/'],[]
एहसान,احسان,['/əɦ.sɑːn/'],['/ə.ɦə.sɑːn/']
ऐतराज़,اعتراض,"['/ɛːt̪.ɾɑːd͡ʒ/', '/ɛːt̪.ɾɑːz/']",[]
ऐनक,عینک,['/ɛː.nək/'],[]
ऐयाशी,عیاشی,['/ə̯i.jɑː.ʃiː/'],"['/(ʔ)ə̯i.jɑː.ʃiː/', '/(ʔ)əj.jɑː.ʃiː/']"
ओ,او,"['/oː/', '/oː/', '/o/']","['/ov/', '/waːwuk/', '/oː/', '/aw/', '/oː/', '/oː/', '/uː/', '/ɵː/']"
ओहदा,عهده,['/oːɦ.d̪ɑː/'],[]
कद्दू,کدو,['/kəd̪.d̪uː/'],"['/kəd̪.d̪uː/', '/kə.d̪uː/']"
कनीज़,کنیز,"['/kə.niːd͡ʒ/', '/kə.niːz/']",[]
कबाब,کباب,['/kə.bɑːb/'],"['/kabɑːb/', '/kabɒːb/', '/kæbɒːb/', '/kabɔːb/']"
कबाबचीनी,کبابه چینی,[],[]
कबूतर,کبوتر,['/kə.buː.t̪əɾ/'],"['/kæboːˈtæɾ/', '/kæbuːˈtæɾ/']"
कम-,کم,['/kəm/'],"['/kam/', '/kam/', '/kæm/', '/kam/', '/kəmːᵊ/']"
कमर,کمر,"['/kə.məɾ/', '/qə.məɾ/', '/kɐ.mɐ.ɾɐ/', '/ˈkɐ.mɐ.ɾɐ/']",[]
कमान,کمان,['/kə.mɑːn/'],"['/kamɑːn/', '/kamɒːn/', '/kæmɒːn/', '/kamɔːn/', '/kə.mɑːn/']"
कमी,کمی,['/kə.miː/'],['/kə.miː/']
कमीना,کمینه,['/kə.miː.nɑː/'],[]
कमोबेश,کم و بیش,['/kə.moː.beːʃ/'],[]
करघा,کارگاه,['/kəɾ.ɡʱɑː/'],"['/kɑːɾɡɑːh/', '/kɒːɾɡɒːh/', '/kɒːɾɡɒːh/', '/kɔːɾɡɔːh/']"
कलफ़,کلف,[],[]
कलमकारी,قلم,['/kə.ləm.kɑː.ɾiː/'],"['/qa.la.ma/', '/qal.la.ma/', '/qa.lam/', '/ʔa.lam/', '/qələm/', '/ɡa.lam/', '/qa.lam/', '/ʔa.lam/', '/qalm/', '/ʔa.lam/', '/ˈqələm/', '/ˈɡələm/', '/ɡalam/', '/qalam/', '/qalam/', '/ɢælæm/', '/qalam/', '/ʔa.lam/', '/ɡa.lam/']"
कश,کش,"['/kəʃ/', '/kɐ́.ɕɐ/', '/ˈkɐ.ɕɐ/']",[]
कश्ती,کشتی,['/kəʃ.t̪iː/'],[]
क़तार,قطار,[],"['/qi.tˤaːr/', '/ɡiˈtˤaːr/', '/qatɑːɾ/', '/qatɒːɾ/', '/ɢætɒːɾ/', '/qatɔːɾ/', '/qi.tˤaːr/']"
क़त्ल,قتل,"['/kət̪l/', '/qət̪l/']","['/qa.ta.la/', '/qat.ta.la/', '/qatl/', '/qitl/', '/ʔa.tal/', '/ɡa.tal/']"
क़द,قد,"['/kəd̪/', '/qəd̪/']","['/qad.da/', '/qadd/', '/qad/', '/qudd/', '/qud/', '/ɡid/', '/ɡad/']"
क़द्र,قدر,"['/kəd̪.ɾᵊ/', '/qəd̪.ɾᵊ/']","['/ʔidir/', '/ɡa.dar/', '/ɡi.dir/', '/ɡa.dir/', '/qad(a)ɾ/', '/qad(a)ɾ/', '/ɢæd(æ)ɾ/', '/qad(a)ɾ/', '/ʔi.dir/', '/ɡi.dir/', '/ʔad.dar/', '/ɡad.dar/']"
क़बूल,قبول,"['/kə.buːl/', '/qə.buːl/']","['/qa.buːl/', '/qu.buːl/', '/qabuːl/', '/qabuːl/', '/ɢæbuːl/', '/qabul/', '/qʊ.buːl/']"
क़ब्ज़ा,قبضه,"['/kəb.d͡ʒɑː/', '/qəb.zɑː/']",[]
क़ब्रिस्तान,قبرستان,"['/kəb.ɾɪs.t̪ɑːn/', '/qəb.ɾɪs.t̪ɑːn/']","['/qabɾistɑːn/', '/qabɾɪstɒːn/', '/ɢæbɾestɒːn/', '/qabɾistɔːn/']"
क़रार,قرار,"['/kə.ɾɑːɾ/', '/qə.ɾɑːɾ/']","['/qa.raːr/', '/qaɾɑːɾ/', '/qaɾɒːɾ/', '/ɢæɾɒːɾ/', '/qaɾɔːɾ/', '/qa.raːr/']"
क़र्ज़,قرض,"['/kəɾd͡ʒ/', '/qəɾz/']","['/ʔa.radˤ/', '/ɡa.radˤ/']"
क़ल्ब,قلب,[],"['/qalb/', '/qa.la.ba/', '/qal.la.ba/', '/qul.lab/', '/qulb/', '/ʔælb/', '/ɡəɫb/', '/ˈɡɪɫəb/', '/ˈɡalb/', '/qalb/', '/qlab/', '/qal.lab/', '/qalb/', '/qalb/', '/ɢælb/', '/qalb/', '/ʔa.lab/', '/ɡa.lab/', '/ʔalb/', '/ɡalb/']"
क़व्वाल,قوال,"['/kəʋ.ʋɑːl/', '/qəʋ.ʋɑːl/']",[]
क़सम,قسم,"['/kə.səm/', '/qə.səm/']","['/qa.sa.ma/', '/qas.sa.ma/', '/qi.sam/', '/qasm/', '/qism/', '/qasam/', '/qasam/', '/ɢæsæm/', '/qasam/', '/qism/', '/qɪsm/', '/ɢesm/', '/qism/', '/ʔa.sam/', '/ɡa.sam/', '/ʔas.sam/', '/ɡas.sam/']"
क़सीदा,قصیده,"['/kə.siː.d̪ɑː/', '/qə.siː.d̪ɑː/']",[]
क़हवा,قهوه,"['/kəɦ.ʋɑː/', '/qəɦ.ʋɑː/']","['/qahwa/', '/qahwa/', '/qɒːwa/', '/ɢæhve/', '/qahva/']"
क़ाज़ी,قاضی,"['/kɑː.d͡ʒiː/', '/qɑː.ziː/']","['/qɑːziː/', '/qɒːziː/', '/ɢɒːziː/', '/qɔːziː/', '/ʔaː.dˤa/', '/ɡaː.dˤa/']"
क़ानून,قانون,"['/kɑː.nuːn/', '/qɑː.nuːn/']","['/qaː.nuːn/', '/qɑːnuːn/', '/qɒːnuːn/', '/ɢɒːnuːn/', '/qɔːnun/']"
क़ानूनी,قانونی,[],"['/qɑːnuːniː/', '/qɒːnuːniː/', '/ɢɒːnuːniː/', '/qɔːnuniː/']"
क़ाफ़िला,قافله,"['/kɑː.pʰɪ.lɑː/', '/qɑː.fɪ.lɑː/']",[]
क़ाबिल,قابل,"['/kɑː.bɪl/', '/qɑː.bɪl/']","['/qaː.ba.la/', '/qɑːbil/', '/qɒːbɪl/', '/ɢɒːbel/', '/qɔːbil/', '/ʔaː.bal/', '/ɡaː.bal/', '/ʔaː.bil/', '/ɡaː.bil/', '/qɑː.bɪl/']"
क़ायदा,قاعده,"['/kɑːj.d̪ɑː/', '/qɑːj.d̪ɑː/']","['/qɑːʔida/', '/qɒːʔɪda/', '/ɢɒːʔede/', '/qɔːʔida/']"
क़ालीन,قالین,"['/kɑː.liːn/', '/qɑː.liːn/']",[]
क़िरमिज़,قرمز,[],"['/qiɾmiz/', '/qɪɾmɪz/', '/ɢeɾmez/', '/qiɾmiz/']"
क़िला,قلعه,"['/kɪ.lɑː/', '/qɪ.lɑː/']","['/qalʔa/', '/qalʔa/', '/ɢælʔe/', '/qalʔa/']"
क़िल्लत,قلت,"['/kɪl.lət̪/', '/qɪl.lət̪/']",[]
क़िस्मत,قسمت,"['/kɪs.mət̪/', '/qɪs.mət̪/']","['/qismat/', '/qɪsmat/', '/ɢesmæt/', '/qismat/', '/qɪs.mət̪/']"
क़ीमत,قیمت,[],"['/qiːmat~qajmat/', '/qiːmat~qajmat/', '/ɢiːmæt~ɢejmæt/', '/qimat~qajmat/']"
क़ीमती,قیمتی,[],"['/qiːmatiː~qajmatiː/', '/qiːmatiː~qajmatiː/', '/ɢiːmætiː~ɢejmætiː/', '/qimatiː~qajmatiː/', '/qiː.mə.t̪iː/']"
क़ीमा,قیمه,"['/kiː.mɑː/', '/qiː.mɑː/']","['/qiːma~qajma/', '/qiːma~qajma/', '/ɢiːme~ɢejme/', '/qima~qajma/']"
क़ुव्वत,قوت,"['/kʊʋ.ʋət̪/', '/qʊʋ.ʋət̪/']","['/quːt/', '/quwwat/', '/qʊwwat/', '/ɢovvæt/', '/quvvat/', '/quːt̪/', '/qʊʋ.ʋət̪/']"
क़ुस्तुंतुनिया,قسطنطنیه,[],"['/qustantanija/', '/qʊstantanija/', '/ɢostæntænije/', '/qustantanija/']"
क़ैंची,قیچی,"['/kɛːn.t͡ʃiː/', '/qɛːn.t͡ʃiː/']","['/qajt͡ʃiː/', '/qajt͡ʃiː/', '/ɢejt͡ʃiː/', '/qajt͡ʃiː/']"
क़ैद,قید,[],"['/qajd/', '/qajd/', '/ɢejd/', '/qajd/']"
क़ैदख़ाना,قیدخانه,"['/kɛːd̪.kʰɑː.nɑː/', '/qɛːd̪.xɑː.nɑː/']",[]
